set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename,before_semantic_switch_sentence
53,17,transport,singular,past,The pilot who reviewed the weather report that was just issued piloted the aircraft.,15,nested_subject_a,1265,ctr_01264,ctr_01264.wav,The pilot who reviewed the weather report that was just released flew the plane.
53,18,transport,singular,past,The pilot who examined the weather report that was just issued effectively flew the aircraft.,16,nested_subject_b,1266,ctr_01265,ctr_01265.wav,The pilot who reviewed the weather report that was just released successfully flew the plane.
53,19,transport,singular,past,The experienced pilot who reviewed the weather report that was just released flew the aircraft.,16,nested_subject_c,1267,ctr_01266,ctr_01266.wav,The experienced pilot who reviewed the weather report that was just released flew the plane.
53,20,transport,singular,past,The experienced pilot who examined the weather document that was just issued successfully piloted the plane.,17,nested_subject_d,1268,ctr_01267,ctr_01267.wav,The experienced pilot who reviewed the weather report that was just released successfully flew the plane.
54,1,transport,singular,present,The technician operates the locomotive.,5,baseline_a,1273,ctr_01272,ctr_01272.wav,The mechanic drives the train.
54,2,transport,singular,present,The mechanic safely drives the train.,6,baseline_b,1274,ctr_01273,ctr_01273.wav,The mechanic safely drives the train.
54,3,transport,singular,present,The skilled technician drives the train.,6,baseline_c,1275,ctr_01274,ctr_01274.wav,The experienced mechanic drives the train.
54,4,transport,singular,present,The skilled mechanic securely operates the train.,7,baseline_d,1276,ctr_01275,ctr_01275.wav,The experienced mechanic safely drives the train.
54,5,transport,singular,present,The mechanic in attire operates the train.,7,control_a,1277,ctr_01276,ctr_01276.wav,The mechanic in uniform drives the train.
54,6,transport,singular,present,The mechanic in uniform securely drives the train.,8,control_b,1278,ctr_01277,ctr_01277.wav,The mechanic in uniform safely drives the train.
54,7,transport,singular,present,The experienced mechanic in uniform operates the train.,8,control_c,1279,ctr_01278,ctr_01278.wav,The experienced mechanic in uniform drives the train.
54,8,transport,singular,present,The skilled mechanic in uniform safely drives the locomotive.,9,control_d,1280,ctr_01279,ctr_01279.wav,The experienced mechanic in uniform safely drives the train.
54,9,transport,singular,present,The technician who traveled widely drives the train.,8,standard_subject_a,1281,ctr_01280,ctr_01280.wav,The mechanic who traveled widely drives the train.
54,10,transport,singular,present,The mechanic who traveled broadly safely drives the train.,9,standard_subject_b,1282,ctr_01281,ctr_01281.wav,The mechanic who traveled widely safely drives the train.
54,11,transport,singular,present,The experienced mechanic who journeyed broadly operates the train.,9,standard_subject_c,1283,ctr_01282,ctr_01282.wav,The experienced mechanic who traveled widely drives the train.
54,12,transport,singular,present,The experienced mechanic who journeyed widely securely operates the train.,10,standard_subject_d,1284,ctr_01283,ctr_01283.wav,The experienced mechanic who traveled widely safely drives the train.
54,13,transport,singular,present,The mechanic who the manager chose operates the train.,9,standard_object_a,1285,ctr_01284,ctr_01284.wav,The mechanic who the manager chose drives the train.
54,14,transport,singular,present,The technician who the manager selected safely operates the train.,10,standard_object_b,1286,ctr_01285,ctr_01285.wav,The mechanic who the manager chose safely drives the train.
54,15,transport,singular,present,The experienced mechanic who the manager chose operates the locomotive.,10,standard_object_c,1287,ctr_01286,ctr_01286.wav,The experienced mechanic who the manager chose drives the train.
54,16,transport,singular,present,The skilled technician who the manager chose safely operates the train.,11,standard_object_d,1288,ctr_01287,ctr_01287.wav,The experienced mechanic who the manager chose safely drives the train.
54,17,transport,singular,present,The technician who studied the manual that explained all processes operates the train.,13,nested_subject_a,1289,ctr_01288,ctr_01288.wav,The mechanic who studied the manual that explained all procedures drives the train.
54,18,transport,singular,present,The mechanic who studied the guide that described all procedures securely drives the train.,14,nested_subject_b,1290,ctr_01289,ctr_01289.wav,The mechanic who studied the manual that explained all procedures safely drives the train.
54,19,transport,singular,present,The skilled technician who studied the guide that explained all procedures drives the train.,14,nested_subject_c,1291,ctr_01290,ctr_01290.wav,The experienced mechanic who studied the manual that explained all procedures drives the train.
54,20,transport,singular,present,The experienced technician who studied the manual that described all protocols securely operates the train.,15,nested_subject_d,1292,ctr_01291,ctr_01291.wav,The experienced mechanic who studied the manual that explained all procedures safely drives the train.
55,1,weather,plural,past,Storms rushed across dales.,4,baseline_a,1297,ctr_01296,ctr_01296.wav,Storms swept across valleys.
55,2,weather,plural,past,Storms rapidly swept across valleys.,5,baseline_b,1298,ctr_01297,ctr_01297.wav,Storms rapidly swept across valleys.
55,3,weather,plural,past,Fierce tempests swept across dales.,5,baseline_c,1299,ctr_01298,ctr_01298.wav,Violent storms swept across valleys.
55,4,weather,plural,past,Fierce tempests quickly swept across valleys.,6,baseline_d,1300,ctr_01299,ctr_01299.wav,Violent storms rapidly swept across valleys.
55,5,weather,plural,past,Tempests in the north swept across dales.,7,control_a,1301,ctr_01300,ctr_01300.wav,Storms in the north swept across valleys.
55,6,weather,plural,past,Tempests in the north rapidly rushed across valleys.,8,control_b,1302,ctr_01301,ctr_01301.wav,Storms in the north rapidly swept across valleys.
55,7,weather,plural,past,Fierce tempests in the north swept across valleys.,8,control_c,1303,ctr_01302,ctr_01302.wav,Violent storms in the north swept across valleys.
55,8,weather,plural,past,Violent tempests in the north quickly rushed across valleys.,9,control_d,1304,ctr_01303,ctr_01303.wav,Violent storms in the north rapidly swept across valleys.
55,9,weather,plural,past,Storms that produced downpours swept across valleys.,7,standard_subject_a,1305,ctr_01304,ctr_01304.wav,Storms that developed downpours swept across valleys.
55,10,weather,plural,past,Storms that developed downpours rapidly swept across dales.,8,standard_subject_b,1306,ctr_01305,ctr_01305.wav,Storms that developed downpours rapidly swept across valleys.
55,11,weather,plural,past,Violent storms that produced deluges rushed across valleys.,8,standard_subject_c,1307,ctr_01306,ctr_01306.wav,Violent storms that developed downpours swept across valleys.
55,12,weather,plural,past,Fierce tempests that produced deluges rapidly rushed across gorges.,9,standard_subject_d,1308,ctr_01307,ctr_01307.wav,Violent storms that developed downpours rapidly swept across valleys.
55,13,weather,plural,past,Tempests that predictors predicted swept across valleys.,7,standard_object_a,1309,ctr_01308,ctr_01308.wav,Storms that forecasters predicted swept across valleys.
55,14,weather,plural,past,Tempests that forecasters predicted quickly swept across valleys.,8,standard_object_b,1310,ctr_01309,ctr_01309.wav,Storms that forecasters predicted rapidly swept across valleys.
55,15,weather,plural,past,Fierce storms that forecasters forecasted swept across valleys.,8,standard_object_c,1311,ctr_01310,ctr_01310.wav,Violent storms that forecasters predicted swept across valleys.
55,16,weather,plural,past,Fierce storms that forecasters forecasted quickly swept across valleys.,9,standard_object_d,1312,ctr_01311,ctr_01311.wav,Violent storms that forecasters predicted rapidly swept across valleys.
55,17,weather,plural,past,Storms that formed downpours that expanded rapidly swept across dales.,10,nested_subject_a,1313,ctr_01312,ctr_01312.wav,Storms that developed downpours that spread quickly swept across valleys.
55,18,weather,plural,past,Storms that developed downpours that spread quickly rapidly swept across valleys.,11,nested_subject_b,1314,ctr_01313,ctr_01313.wav,Storms that developed downpours that spread quickly rapidly swept across valleys.
55,19,weather,plural,past,Fierce storms that produced downpours that dispersed rapidly swept across dales.,11,nested_subject_c,1315,ctr_01314,ctr_01314.wav,Violent storms that developed downpours that spread quickly swept across valleys.
55,20,weather,plural,past,Violent storms that formed downpours that dispersed quickly hastily swept across dales.,12,nested_subject_d,1316,ctr_01315,ctr_01315.wav,Violent storms that developed downpours that spread quickly rapidly swept across valleys.
56,1,weather,plural,present,The storms create heavy destruction outdoors.,6,baseline_a,1321,ctr_01320,ctr_01320.wav,The storms cause heavy damage outside.
56,2,weather,plural,present,The storms finally create severe damage outside.,7,baseline_b,1322,ctr_01321,ctr_01321.wav,The storms eventually cause heavy damage outside.
56,3,weather,plural,present,The harsh tempests create significant damage outside.,7,baseline_c,1323,ctr_01322,ctr_01322.wav,The severe storms cause heavy damage outside.
56,4,weather,plural,present,The harsh tempests eventually cause significant destruction outside.,8,baseline_d,1324,ctr_01323,ctr_01323.wav,The severe storms eventually cause heavy damage outside.
56,5,weather,plural,present,The storms in winter cause heavy damage outside.,8,control_a,1325,ctr_01324,ctr_01324.wav,The storms in winter cause heavy damage outside.
56,6,weather,plural,present,The storms in winter ultimately cause severe damage outside.,9,control_b,1326,ctr_01325,ctr_01325.wav,The storms in winter eventually cause heavy damage outside.
56,7,weather,plural,present,The severe storms in winter create heavy damage outside.,9,control_c,1327,ctr_01326,ctr_01326.wav,The severe storms in winter cause heavy damage outside.
56,8,weather,plural,present,The severe tempests in winter ultimately cause significant destruction outside.,10,control_d,1328,ctr_01327,ctr_01327.wav,The severe storms in winter eventually cause heavy damage outside.
56,9,weather,plural,present,The tempests that bring rain cause heavy destruction outside.,9,standard_subject_a,1329,ctr_01328,ctr_01328.wav,The storms that bring rain cause heavy damage outside.
56,10,weather,plural,present,The storms that bring rain eventually cause severe damage outdoors.,10,standard_subject_b,1330,ctr_01329,ctr_01329.wav,The storms that bring rain eventually cause heavy damage outside.
56,11,weather,plural,present,The severe storms that bring rain create significant destruction outside.,10,standard_subject_c,1331,ctr_01330,ctr_01330.wav,The severe storms that bring rain cause heavy damage outside.
