numerosity,dataset,structure,theme,sentence,audio_filename,tense,num_words,sentence_id
plural,naturalistic,independent,relationship,Are the parents not happy when their kids don't do well in school?,nat_05571.wav,present,13,nat_05571
singular,naturalistic,simple,sport,Did she win the tennis match last year?,nat_04523.wav,past,8,nat_04523
singular,naturalistic,simple,health,Was she able to walk after the surgery?,nat_05793.wav,past,8,nat_05793
plural,naturalistic,simple,emotion,The fans were disappointed with the game result,nat_05738.wav,past,8,nat_05738
singular,naturalistic,simple,relationship,The kid will not listen to his parents,nat_04728.wav,future,8,nat_04728
plural,naturalistic,independent,shopping,The employees worked overtime when the store was busy,nat_07818.wav,past,9,nat_07818
singular,naturalistic,dependent,weather,Will the frost that we expect not damage crops?,nat_08859.wav,future,9,nat_08859
plural,naturalistic,simple,basic,The food was delicious at the party,nat_19845.wav,past,7,nat_19845
plural,naturalistic,preposition,work,Are the researchers in the lab going to make a discovery?,nat_15275.wav,future,11,nat_15275
plural,naturalistic,independent,housing,Are the houses on this street very expensive or not?,nat_02437.wav,present,10,nat_02437
plural,naturalistic,preposition,art,Did the musicians in the band play their instruments well?,nat_14087.wav,past,10,nat_14087
singular,naturalistic,independent,transport,Why doesn't he ride a bike when the weather is nice?,nat_11989.wav,present,11,nat_11989
singular,naturalistic,independent,emotion,Does she feel sad but still go to work every day?,nat_03167.wav,present,11,nat_03167
singular,naturalistic,dependent,science,The data that we collected was very helpful,nat_13752.wav,past,8,nat_13752
plural,naturalistic,simple,relationship,The family members do not share meals together,nat_15920.wav,present,8,nat_15920
plural,naturalistic,dependent,basic,The tourists who got lost are not speaking English,nat_14027.wav,present,9,nat_14027
plural,naturalistic,independent,work,Had the graduates been looking for jobs in their field for months?,nat_07016.wav,past,12,nat_07016
plural,naturalistic,simple,weather,The storms will pass through our area quickly,nat_13386.wav,future,8,nat_13386
plural,naturalistic,simple,weather,Did the droughts last long in the deserts?,nat_15998.wav,past,8,nat_15998
singular,naturalistic,dependent,emotion,Will his mother not be worried about his health?,nat_12641.wav,future,9,nat_12641
plural,naturalistic,simple,nature,The baby deer will take their first steps,nat_17639.wav,future,8,nat_17639
singular,naturalistic,independent,science,The astronaut will travel to space yet will face many challenges,nat_04945.wav,future,11,nat_04945
singular,naturalistic,dependent,nature,Is the water that we will drink from the stream clean?,nat_15649.wav,future,11,nat_15649
plural,naturalistic,simple,emotion,They felt happy when their friends came over,nat_12237.wav,past,8,nat_12237
singular,naturalistic,dependent,emotion,Does your sister get upset when you tease her?,nat_06046.wav,present,9,nat_06046
singular,naturalistic,simple,sport,The golfer hit a hole-in-one on the final hole,nat_09227.wav,past,9,nat_09227
singular,naturalistic,dependent,transport,Had the driver of the taxi gotten lost?,nat_05585.wav,past,8,nat_05585
plural,naturalistic,independent,art,Are the kids making crafts while their parents are at work?,nat_05590.wav,present,11,nat_05590
plural,naturalistic,simple,transport,Are the flights not fully booked for summer?,nat_01228.wav,future,8,nat_01228
singular,naturalistic,independent,work,I like reading books but I don't have much time,nat_13341.wav,present,10,nat_13341
plural,naturalistic,dependent,housing,The apartments didn't have enough space for our family,nat_13333.wav,past,9,nat_13333
plural,naturalistic,independent,emotion,The dogs will not be excited because they are very tired,nat_14743.wav,future,11,nat_14743
singular,naturalistic,dependent,shopping,Was the item that she purchased on sale last week?,nat_08244.wav,past,10,nat_08244
plural,naturalistic,dependent,housing,They used to live in a small apartment downtown,nat_17573.wav,past,9,nat_17573
plural,naturalistic,preposition,health,Will the therapists help the families with grief counseling?,nat_16237.wav,future,9,nat_16237
singular,naturalistic,independent,housing,She will organize her closet because it is getting messy,nat_06555.wav,future,10,nat_06555
singular,naturalistic,independent,health,I used to be lazy but I started exercising regularly then,nat_15373.wav,past,11,nat_15373
singular,naturalistic,simple,humanity,Does he attend church every Sunday morning?,nat_12145.wav,present,7,nat_12145
plural,naturalistic,simple,basic,Don't they eat breakfast every morning?,nat_00159.wav,present,6,nat_00159
singular,naturalistic,independent,food,The boy buys food where it is available and affordable,nat_01589.wav,present,10,nat_01589
plural,naturalistic,simple,emotion,The girls are laughing at the funny joke,nat_15369.wav,present,8,nat_15369
singular,naturalistic,dependent,basic,The gift that I gave you was expensive,nat_05565.wav,past,8,nat_05565
plural,naturalistic,simple,housing,The cleaning services are not very reliable,nat_07190.wav,present,7,nat_07190
singular,naturalistic,dependent,health,She had been meditating for an hour already,nat_17468.wav,past,8,nat_17468
singular,naturalistic,dependent,health,This medication is not helping my mom feel better,nat_10576.wav,present,9,nat_10576
plural,naturalistic,independent,art,They had a great time at the concert because the band was great,nat_15061.wav,past,13,nat_15061
plural,naturalistic,dependent,housing,Can the people who are sleeping upstairs hear the music?,nat_13364.wav,present,10,nat_13364
singular,naturalistic,dependent,relationship,The girl who called me was my sister,nat_01556.wav,past,8,nat_01556
plural,naturalistic,dependent,transport,The maps that we used were outdated,nat_02828.wav,past,7,nat_02828
singular,naturalistic,independent,humanity,The historian recorded events as they occurred in the past,nat_00436.wav,past,10,nat_00436
singular,naturalistic,preposition,art,Does the piano in the corner need tuning now?,nat_15592.wav,present,9,nat_15592
singular,naturalistic,simple,art,Is she going to design a beautiful costume?,nat_19590.wav,future,8,nat_19590
singular,naturalistic,dependent,housing,She will not like the color of the walls,nat_02780.wav,future,9,nat_02780
singular,naturalistic,independent,art,The photographer will take amazing shots while traveling abroad next year,nat_03701.wav,future,11,nat_03701
plural,naturalistic,preposition,science,Do the cars without GPS not get lost often?,nat_05686.wav,present,9,nat_05686
singular,naturalistic,simple,transport,Can I use my card to pay?,nat_04727.wav,present,7,nat_04727
singular,naturalistic,independent,housing,The repairman fixed the pipe but it broke again later,nat_02951.wav,past,10,nat_02951
plural,naturalistic,preposition,basic,The kids in the library were reading books quietly together,nat_02555.wav,past,10,nat_02555
singular,naturalistic,simple,work,Will he not get a promotion soon?,nat_10350.wav,future,7,nat_10350
plural,naturalistic,preposition,transport,Are the roads to the beach very narrow?,nat_17104.wav,present,8,nat_17104
plural,naturalistic,simple,art,Several art pieces will be sold at auction,nat_12737.wav,future,8,nat_12737
plural,naturalistic,dependent,shopping,Can the people who return items get a refund?,nat_06465.wav,present,9,nat_06465
plural,naturalistic,simple,emotion,Those girls were never excited about school,nat_07355.wav,past,7,nat_07355
singular,naturalistic,dependent,relationship,My mom has a sister that I love,nat_15717.wav,present,8,nat_15717
singular,naturalistic,simple,basic,Isn't the weather nice this morning?,nat_07823.wav,present,6,nat_07823
plural,naturalistic,simple,weather,These storms can cause a lot of damage sometimes,nat_12449.wav,present,9,nat_12449
plural,naturalistic,independent,transport,The family went on vacation and had a great time,nat_18493.wav,past,10,nat_18493
plural,naturalistic,preposition,food,The girls next door were making sandwiches for lunch,nat_15271.wav,past,9,nat_15271
plural,naturalistic,independent,humanity,Did the reporters write about politics or social issues?,nat_05185.wav,past,9,nat_05185
plural,naturalistic,preposition,weather,The sunflowers in the garden are facing sunlight,nat_08549.wav,present,8,nat_08549
singular,naturalistic,preposition,humanity,Is the novel about life not sad?,nat_05242.wav,present,7,nat_05242
singular,naturalistic,independent,humanity,Was the temple built for the people to worship in?,nat_02092.wav,past,10,nat_02092
singular,naturalistic,simple,emotion,Was the girl feeling shy in front of him?,nat_10207.wav,past,9,nat_10207
singular,naturalistic,dependent,science,A computer with high RAM is very fast,nat_11948.wav,present,8,nat_11948
singular,naturalistic,preposition,science,Did the driver in front of me stop suddenly?,nat_00187.wav,past,9,nat_00187
singular,naturalistic,dependent,emotion,Will the thing that makes me sad go away?,nat_17287.wav,future,9,nat_17287
plural,naturalistic,preposition,science,The temperature in the server room will be dropping tonight,nat_17496.wav,future,10,nat_17496
singular,naturalistic,dependent,work,The person who interviewed me was friendly,nat_01381.wav,past,7,nat_01381
singular,naturalistic,simple,relationship,Her daughter is learning to ride a bike,nat_17656.wav,present,8,nat_17656
plural,naturalistic,independent,shopping,Did they buy shoes but forget to try them on first?,nat_08605.wav,past,11,nat_08605
plural,naturalistic,simple,housing,The beds were very comfortable to sleep in,nat_15743.wav,past,8,nat_15743
plural,naturalistic,preposition,shopping,Can we find discounts on products near the entrance?,nat_11528.wav,future,9,nat_11528
plural,naturalistic,simple,nature,Were the forests not quiet at night?,nat_15038.wav,past,7,nat_15038
plural,naturalistic,dependent,weather,The families that live near the river will need to evacuate soon,nat_18437.wav,future,12,nat_18437
plural,naturalistic,independent,weather,They had umbrellas because it was raining heavily outside,nat_08448.wav,past,9,nat_08448
plural,naturalistic,preposition,emotion,Will they not be happy about the news of their friends?,nat_11390.wav,future,11,nat_11390
plural,naturalistic,simple,emotion,Do the elderly feel lonely when they live alone?,nat_19827.wav,present,9,nat_19827
singular,naturalistic,simple,transport,The bus did not stop at my house,nat_07295.wav,past,8,nat_07295
singular,naturalistic,simple,sport,Does he plan to run a marathon soon?,nat_08068.wav,future,8,nat_08068
singular,naturalistic,simple,food,Didn't they serve dessert at the party?,nat_12935.wav,past,7,nat_12935
plural,naturalistic,independent,sport,The gymnasts were tired yet they performed well,nat_09959.wav,past,8,nat_09959
singular,naturalistic,dependent,humanity,The politician that people trust will win the election,nat_09764.wav,future,9,nat_09764
plural,naturalistic,independent,sport,The football players didn't listen to their coach but won anyway,nat_00024.wav,past,11,nat_00024
singular,naturalistic,simple,sport,The cyclist had eaten a big breakfast before racing,nat_03363.wav,past,9,nat_03363
plural,naturalistic,simple,relationship,The twins do not look like each other,nat_01088.wav,present,8,nat_01088
singular,naturalistic,simple,art,Will the singer be touring the country next year?,nat_12866.wav,future,9,nat_12866
singular,naturalistic,simple,work,Can I switch to a new major?,nat_10886.wav,present,7,nat_10886
