theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue,sentence_id,audio_filename,presents_special_char,cluster,list_index
nature,interrogative,dependent,singular,future,affirmative,Does the bear living in the cave have sharp claws?,10,correct,nat_18236,nat_18236.wav,False,3539,9
work,interrogative,simple,plural,past,affirmative,Were the lessons interesting for the students?,7,correct,nat_06649,nat_06649.wav,False,309,9
relationship,interrogative,independent,singular,past,affirmative,Was he happy when his sister got married last year?,10,correct,nat_18127,nat_18127.wav,False,1224,9
sport,declarative,preposition,plural,present,negative,The women in front of me are not running fast,10,correct,nat_14412,nat_14412.wav,False,674,9
health,declarative,preposition,plural,past,affirmative,The kids in my neighborhood used to eat healthy food,10,correct,nat_13047,nat_13047.wav,False,445,9
sport,declarative,dependent,singular,past,affirmative,She had been training for the marathon all year,9,correct,nat_11316,nat_11316.wav,False,624,9
sport,declarative,simple,singular,future,affirmative,The referee will blow the whistle soon,7,correct,nat_13429,nat_13429.wav,False,3671,9
sport,interrogative,independent,singular,past,affirmative,Was the coach disappointed when his team lost again?,9,correct,nat_14073,nat_14073.wav,False,2600,9
transport,interrogative,simple,plural,present,affirmative,Can people buy tickets online now?,6,correct,nat_00214,nat_00214.wav,False,4169,9
food,declarative,preposition,singular,present,affirmative,The girl with the big smile loves ice cream,9,correct,nat_17825,nat_17825.wav,False,2557,9
shopping,declarative,simple,singular,future,negative,The store will not accept returns,6,correct,nat_17907,nat_17907.wav,False,4698,9
relationship,interrogative,dependent,plural,present,negative,Are the cousins that we see often not getting along?,10,correct,nat_00363,nat_00363.wav,False,945,9
shopping,interrogative,simple,plural,future,negative,Will the customers not be satisfied with the service?,9,correct,nat_15466,nat_15466.wav,False,2718,9
weather,interrogative,preposition,plural,present,affirmative,Do the seasons change quickly in this region?,8,correct,nat_17331,nat_17331.wav,False,2333,9
housing,declarative,independent,singular,past,affirmative,I had to replace the roof because it was leaking badly,11,correct,nat_08001,nat_08001.wav,False,3049,9
emotion,declarative,simple,plural,future,affirmative,The men will be angry about the game results,9,correct,nat_09413,nat_09413.wav,False,1430,9
transport,declarative,preposition,singular,present,affirmative,My new bike has very good brakes now thankfully,9,correct,nat_07152,nat_07152.wav,False,4602,9
work,declarative,dependent,plural,present,affirmative,The instructors teaching this course are knowledgeable,7,correct,nat_19741,nat_19741.wav,False,4566,9
emotion,declarative,independent,plural,future,negative,They will not be happy but their friends will be excited,11,correct,nat_13034,nat_13034.wav,False,4646,9
shopping,interrogative,simple,singular,future,negative,Does the product not come with a warranty?,8,correct,nat_09178,nat_09178.wav,False,2959,9
transport,declarative,preposition,singular,future,affirmative,The train will travel through the tunnel in a few minutes,11,correct,nat_19801,nat_19801.wav,False,2008,9
nature,declarative,simple,plural,present,negative,Not all forests are home to many animals,8,correct,nat_02132,nat_02132.wav,False,1580,9
science,declarative,preposition,singular,present,affirmative,A car with a big engine is faster,8,correct,nat_14200,nat_14200.wav,False,883,9
sport,interrogative,independent,plural,present,affirmative,Are the runners going slow but feeling happy?,8,correct,nat_18638,nat_18638.wav,False,1021,9
art,declarative,independent,singular,past,affirmative,He made money from his art while he was still in college,12,correct,nat_18459,nat_18459.wav,False,2556,9
weather,declarative,preposition,singular,present,affirmative,A big storm is coming over the mountain now,9,correct,nat_01101,nat_01101.wav,False,1678,9
humanity,declarative,simple,plural,past,negative,The artists had not finished their paintings yet,8,correct,nat_18600,nat_18600.wav,False,1153,9
work,declarative,dependent,plural,future,affirmative,The employees that the company will hire must be skilled,10,correct,nat_04220,nat_04220.wav,False,2349,9
weather,interrogative,simple,singular,future,affirmative,Will the sun shine brightly tomorrow?,6,correct,nat_13573,nat_13573.wav,False,533,9
emotion,declarative,simple,singular,past,affirmative,She was overwhelmed with grief and pain,7,correct,nat_12627,nat_12627.wav,False,716,9
transport,declarative,simple,singular,future,affirmative,The trip will take about three hours by car,9,correct,nat_08666,nat_08666.wav,False,2071,9
emotion,interrogative,independent,plural,present,affirmative,Are they scared because they are watching a horror movie?,10,correct,nat_11995,nat_11995.wav,False,4439,9
basic,interrogative,independent,plural,past,affirmative,Did the parents apologize because they were late for the meeting?,11,correct,nat_02874,nat_02874.wav,False,855,9
art,interrogative,preposition,singular,present,affirmative,What inspires you to create such amazing paintings?,8,correct,nat_12946,nat_12946.wav,False,2191,9
science,declarative,independent,plural,present,affirmative,Kids are interested in space when they learn about it online,11,correct,nat_07712,nat_07712.wav,False,4983,9
work,interrogative,preposition,plural,future,affirmative,Will the men in the company be getting promotions soon?,10,correct,nat_02502,nat_02502.wav,False,1846,9
art,declarative,dependent,plural,future,negative,They will not be able to finish their paintings on time,11,correct,nat_18591,nat_18591.wav,False,1382,9
shopping,declarative,preposition,plural,present,negative,Most stores do not offer discounts on new products,9,correct,nat_10837,nat_10837.wav,False,192,9
shopping,interrogative,simple,plural,present,affirmative,Can we purchase insurance for products?,6,correct,nat_06125,nat_06125.wav,False,1170,9
humanity,declarative,simple,plural,past,negative,The people were not satisfied with the election results,9,correct,nat_18604,nat_18604.wav,False,3897,9
art,interrogative,preposition,singular,past,affirmative,Was the painting above your sofa created by a local artist?,11,correct,nat_14287,nat_14287.wav,False,666,9
basic,declarative,independent,singular,future,affirmative,I will invite you to my party next week,9,correct,nat_15727,nat_15727.wav,False,1313,9
emotion,declarative,independent,singular,present,negative,The baby is not crying because she is sleeping now,10,correct,nat_13589,nat_13589.wav,False,4715,9
food,interrogative,independent,plural,past,negative,Were the teachers not eating with the students or staff?,10,correct,nat_02476,nat_02476.wav,False,4999,9
housing,interrogative,dependent,singular,present,negative,Is the carpet that I chose not suitable?,8,correct,nat_13662,nat_13662.wav,False,4452,9
emotion,interrogative,dependent,singular,past,affirmative,Did he get angry when his phone was stolen?,9,correct,nat_15268,nat_15268.wav,False,1937,9
sport,declarative,independent,plural,past,affirmative,The teams were competing but our team won,8,correct,nat_11754,nat_11754.wav,False,4511,9
shopping,declarative,independent,singular,present,negative,He does not like the color so he will not buy it,12,correct,nat_03311,nat_03311.wav,False,3265,9
weather,interrogative,dependent,plural,present,negative,Are the storms that come in winter not very cold?,10,correct,nat_13766,nat_13766.wav,False,3425,9
housing,declarative,dependent,plural,past,affirmative,The walls that we painted were a nice shade of blue,11,correct,nat_14762,nat_14762.wav,False,2473,9
housing,declarative,preposition,singular,future,affirmative,He will put a new carpet in his living room,10,correct,nat_17297,nat_17297.wav,False,712,9
nature,interrogative,independent,singular,past,affirmative,Did the bird fly high for it loved the sky?,10,correct,nat_03382,nat_03382.wav,False,714,9
sport,interrogative,dependent,plural,past,affirmative,Did the cyclists who finished first get a prize?,9,correct,nat_06899,nat_06899.wav,False,2288,9
work,declarative,simple,singular,future,affirmative,The girl will choose a different major next year,9,correct,nat_06976,nat_06976.wav,False,1840,9
health,declarative,dependent,plural,present,affirmative,The parents who prioritize self-care are happier people,8,correct,nat_09963,nat_09963.wav,False,2850,9
transport,interrogative,simple,plural,present,affirmative,Do rental cars come with insurance?,6,correct,nat_00222,nat_00222.wav,False,235,9
transport,interrogative,simple,plural,present,affirmative,Can cyclists ride on highways here?,6,correct,nat_00219,nat_00219.wav,False,1757,9
basic,interrogative,preposition,singular,past,negative,Was the food at the party not good?,8,correct,nat_07338,nat_07338.wav,False,1758,9
science,interrogative,independent,singular,past,affirmative,Did he buy a new car because his old one broke?,11,correct,nat_01844,nat_01844.wav,False,806,9
sport,interrogative,independent,plural,past,affirmative,Had the athletes been waiting for this moment?,8,correct,nat_18375,nat_18375.wav,False,902,9
weather,declarative,preposition,singular,future,negative,The cold front will not move in quickly,8,correct,nat_07005,nat_07005.wav,False,873,9
food,interrogative,dependent,plural,past,negative,Did they not eat the vegetables that we cooked last night?,11,correct,nat_17352,nat_17352.wav,False,3971,9
food,declarative,preposition,singular,future,negative,The sandwich on the counter will not be eaten today,10,correct,nat_01384,nat_01384.wav,False,358,9
food,interrogative,simple,plural,present,negative,Are the children not hungry yet?,6,correct,nat_11926,nat_11926.wav,False,619,9
shopping,declarative,preposition,plural,present,negative,The items they have on sale are not worth buying,10,correct,nat_10845,nat_10845.wav,False,4236,9
basic,interrogative,simple,plural,past,affirmative,Had the guests arrived before we left?,7,correct,nat_19083,nat_19083.wav,False,3576,9
housing,declarative,independent,plural,past,affirmative,The brothers shared a room but they had separate beds,10,correct,nat_02832,nat_02832.wav,False,1431,9
health,declarative,independent,plural,future,negative,The employees will not take breaks because they are too stressed,11,correct,nat_10677,nat_10677.wav,False,1629,9
basic,interrogative,preposition,singular,past,negative,Was the person in front of me not tired?,9,correct,nat_07341,nat_07341.wav,False,3362,9
food,interrogative,preposition,singular,future,negative,Will the woman not buy meat at the store?,9,correct,nat_08722,nat_08722.wav,False,1156,9
sport,declarative,preposition,plural,present,affirmative,Most people at the gym are trying to lose weight,10,correct,nat_15570,nat_15570.wav,False,476,9
relationship,declarative,preposition,plural,future,affirmative,The children of my friends will go to school together,10,correct,nat_19627,nat_19627.wav,False,1058,9
