tense,dataset,theme,num_words,structure,audio_filename,sentence_id,numerosity,sentence
past,controlled,relationship,7,standard_object_a,ctrl_00833.wav,ctrl_00833,plural,Siblings that you watched happily played outside.
past,controlled,relationship,7,standard_object_b,ctrl_00834.wav,ctrl_00834,plural,Young brothers that you watched played outside.
past,controlled,relationship,8,standard_object_c,ctrl_00835.wav,ctrl_00835,plural,Young brothers that you observed happily frolicked outside.
past,controlled,relationship,10,nested,ctrl_00836.wav,ctrl_00836,plural,Brothers who met the friend that lives nearby played outside.
past,controlled,relationship,11,nested_a,ctrl_00837.wav,ctrl_00837,plural,Brothers who met the companion that lives near joyfully played outside.
past,controlled,relationship,11,nested_b,ctrl_00838.wav,ctrl_00838,plural,Young sisters who met the pal that lives nearby played outside.
past,controlled,relationship,12,nested_c,ctrl_00839.wav,ctrl_00839,plural,Young siblings who met the friend that lives nearby happily amused outside.
past,controlled,emotion,4,baseline,ctrl_00840.wav,ctrl_00840,singular,The cat felt content.
past,controlled,emotion,5,baseline_a,ctrl_00841.wav,ctrl_00841,singular,The feline always felt content.
past,controlled,emotion,5,baseline_b,ctrl_00842.wav,ctrl_00842,singular,The calm cat felt content.
past,controlled,emotion,6,baseline_c,ctrl_00843.wav,ctrl_00843,singular,The calm cat always felt satisfied.
past,controlled,emotion,7,control,ctrl_00844.wav,ctrl_00844,singular,The cat near the window felt satisfied.
past,controlled,emotion,8,control_a,ctrl_00845.wav,ctrl_00845,singular,The cat near the window always felt satisfied.
past,controlled,emotion,8,control_b,ctrl_00846.wav,ctrl_00846,singular,The relaxed cat near the window felt happy.
past,controlled,emotion,9,control_c,ctrl_00847.wav,ctrl_00847,singular,The calm cat near the window always seemed content.
past,controlled,emotion,7,standard_subject,ctrl_00848.wav,ctrl_00848,singular,The feline that loved sunshine was satisfied.
past,controlled,emotion,8,standard_subject_a,ctrl_00849.wav,ctrl_00849,singular,The cat that adored sunshine always felt happy.
past,controlled,emotion,8,standard_subject_b,ctrl_00850.wav,ctrl_00850,singular,The relaxed cat that adored sunshine felt pleased.
past,controlled,emotion,9,standard_subject_c,ctrl_00851.wav,ctrl_00851,singular,The unworried feline that loved sunshine always felt satisfied.
past,controlled,emotion,7,standard_object,ctrl_00852.wav,ctrl_00852,singular,The cat whose owner chanted felt satisfied.
past,controlled,emotion,8,standard_object_a,ctrl_00853.wav,ctrl_00853,singular,The cat whose owner sang always felt satisfied.
past,controlled,emotion,8,standard_object_b,ctrl_00854.wav,ctrl_00854,singular,The relaxed cat whose owner sang felt content.
past,controlled,emotion,9,standard_object_c,ctrl_00855.wav,ctrl_00855,singular,The relaxed cat whose owner sang always felt content.
past,controlled,emotion,11,nested,ctrl_00856.wav,ctrl_00856,singular,The feline who observed the avian that was vibrant felt content.
past,controlled,emotion,12,nested_a,ctrl_00857.wav,ctrl_00857,singular,The cat who watched the bird that was colorful always felt content.
past,controlled,emotion,12,nested_b,ctrl_00858.wav,ctrl_00858,singular,The at ease cat who watched the bird that was colorful felt satisfied.
past,controlled,emotion,13,nested_c,ctrl_00859.wav,ctrl_00859,singular,The relaxed cat who watched the bird that was colorful always felt content.
present,controlled,relationship,3,baseline,ctrl_00860.wav,ctrl_00860,plural,Siblings quarrel frequently.
present,controlled,relationship,4,baseline_a,ctrl_00861.wav,ctrl_00861,plural,Siblings frequently quarrel often.
present,controlled,relationship,4,baseline_b,ctrl_00862.wav,ctrl_00862,plural,Older siblings argue frequently.
present,controlled,relationship,5,baseline_c,ctrl_00863.wav,ctrl_00863,plural,Older brothers frequently dispute often.
present,controlled,relationship,7,control,ctrl_00864.wav,ctrl_00864,plural,Brothers in the same room bicker often.
present,controlled,relationship,8,control_a,ctrl_00865.wav,ctrl_00865,plural,Siblings in the same room often argue often.
present,controlled,relationship,8,control_b,ctrl_00866.wav,ctrl_00866,plural,Older siblings in the same room quarrel often.
present,controlled,relationship,9,control_c,ctrl_00867.wav,ctrl_00867,plural,Elder sisters in the same room frequently argue often.
present,controlled,relationship,5,standard_subject,ctrl_00868.wav,ctrl_00868,plural,Siblings who disagree debate often.
present,controlled,relationship,7,standard_subject_a,ctrl_00869.wav,ctrl_00869,plural,Siblings who often disagree often argue often.
present,controlled,relationship,6,standard_subject_b,ctrl_00870.wav,ctrl_00870,plural,Older brothers who conflict quarrel often.
present,controlled,relationship,8,standard_subject_c,ctrl_00871.wav,ctrl_00871,plural,Older sisters who often differ frequently argue often.
present,controlled,relationship,6,standard_object,ctrl_00872.wav,ctrl_00872,plural,Brothers that parents chide quarrel frequently.
present,controlled,relationship,7,standard_object_a,ctrl_00873.wav,ctrl_00873,plural,Sisters that parents scold regularly dispute regularly.
present,controlled,relationship,7,standard_object_b,ctrl_00874.wav,ctrl_00874,plural,Older siblings that guardians scold dispute often.
present,controlled,relationship,8,standard_object_c,ctrl_00875.wav,ctrl_00875,plural,Older siblings that parents scold frequently dispute often.
present,controlled,relationship,9,nested,ctrl_00876.wav,ctrl_00876,plural,Sisters who engage contests that entail tactics argue frequently.
present,controlled,relationship,10,nested_a,ctrl_00877.wav,ctrl_00877,plural,Siblings who play games that involve strategies frequently quarrel frequently.
present,controlled,relationship,10,nested_b,ctrl_00878.wav,ctrl_00878,plural,Older siblings who play games that include strategies argue often.
present,controlled,relationship,11,nested_c,ctrl_00879.wav,ctrl_00879,plural,Older brothers who play games that involve strategies regularly argue often.
present,controlled,science,5,baseline,ctrl_00880.wav,ctrl_00880,singular,The programmer writes the program.
present,controlled,science,6,baseline_a,ctrl_00881.wav,ctrl_00881,singular,The programmer quickly writes the program.
present,controlled,science,6,baseline_b,ctrl_00882.wav,ctrl_00882,singular,The gifted coder writes the code.
present,controlled,science,7,baseline_c,ctrl_00883.wav,ctrl_00883,singular,The talented coder swiftly authors the program.
present,controlled,science,8,control,ctrl_00884.wav,ctrl_00884,singular,The programmer with the laptop composes the code.
present,controlled,science,9,control_a,ctrl_00885.wav,ctrl_00885,singular,The developer with the laptop quickly writes the code.
present,controlled,science,9,control_b,ctrl_00886.wav,ctrl_00886,singular,The talented programmer with the laptop composes the code.
present,controlled,science,10,control_c,ctrl_00887.wav,ctrl_00887,singular,The skilled developer with the laptop quickly composes the script.
present,controlled,science,8,standard_subject,ctrl_00888.wav,ctrl_00888,singular,The programmer who loves riddles composes the code.
present,controlled,science,9,standard_subject_a,ctrl_00889.wav,ctrl_00889,singular,The developer who loves riddles quickly composes the code.
present,controlled,science,9,standard_subject_b,ctrl_00890.wav,ctrl_00890,singular,The talented programmer who loves puzzles codes the code.
present,controlled,science,10,standard_subject_c,ctrl_00891.wav,ctrl_00891,singular,The talented developer who loves puzzles quickly writes the script.
present,controlled,science,8,standard_object,ctrl_00892.wav,ctrl_00892,singular,The developer that colleagues admire writes the code.
present,controlled,science,9,standard_object_a,ctrl_00893.wav,ctrl_00893,singular,The programmer that coworkers respect quickly composes the software.
present,controlled,science,9,standard_object_b,ctrl_00894.wav,ctrl_00894,singular,The skilled developer that colleagues admire codes the code.
present,controlled,science,10,standard_object_c,ctrl_00895.wav,ctrl_00895,singular,The talented developer that colleagues admire swiftly codes the software.
present,controlled,science,13,nested,ctrl_00896.wav,ctrl_00896,singular,The developer who repairs the glitch that ruins the application writes the code.
present,controlled,science,14,nested_a,ctrl_00897.wav,ctrl_00897,singular,The developer who fixes the glitch that damages the application quickly writes the script.
present,controlled,science,14,nested_b,ctrl_00898.wav,ctrl_00898,singular,The talented programmer who fixes the error that ruins the app writes the script.
present,controlled,science,15,nested_c,ctrl_00899.wav,ctrl_00899,singular,The talented programmer who repairs the bug that wrecks the app quickly composes the code.
present,controlled,relationship,5,baseline,ctrl_00900.wav,ctrl_00900,singular,My sibling frequents the park.
present,controlled,relationship,6,baseline_a,ctrl_00901.wav,ctrl_00901,singular,My sister often visits the park.
present,controlled,relationship,6,baseline_b,ctrl_00902.wav,ctrl_00902,singular,My younger sister attends the park.
present,controlled,relationship,7,baseline_c,ctrl_00903.wav,ctrl_00903,singular,My younger sister often attends the park.
present,controlled,relationship,8,control,ctrl_00904.wav,ctrl_00904,singular,My sibling with the book visits the park.
present,controlled,relationship,9,control_a,ctrl_00905.wav,ctrl_00905,singular,My sibling with the book often frequents the park.
present,controlled,relationship,9,control_b,ctrl_00906.wav,ctrl_00906,singular,My younger sibling with the book visits the park.
present,controlled,relationship,10,control_c,ctrl_00907.wav,ctrl_00907,singular,My younger sister with the book often attends the park.
present,controlled,relationship,8,standard_subject,ctrl_00908.wav,ctrl_00908,singular,My sibling who loves novels frequents the park.
present,controlled,relationship,9,standard_subject_a,ctrl_00909.wav,ctrl_00909,singular,My sibling who adores novels often frequents the park.
present,controlled,relationship,9,standard_subject_b,ctrl_00910.wav,ctrl_00910,singular,My younger sister who loves novels attends the park.
present,controlled,relationship,10,standard_subject_c,ctrl_00911.wav,ctrl_00911,singular,My junior sister who loves books often visits the park.
present,controlled,relationship,9,standard_object,ctrl_00912.wav,ctrl_00912,singular,My sister that my friends admire visits the park.
present,controlled,relationship,10,standard_object_a,ctrl_00913.wav,ctrl_00913,singular,My sister that my buddies esteem often attends the garden.
present,controlled,relationship,10,standard_object_b,ctrl_00914.wav,ctrl_00914,singular,My younger sister that my friends admire attends the park.
present,controlled,relationship,11,standard_object_c,ctrl_00915.wav,ctrl_00915,singular,My younger sibling that my friends admire often frequents the park.
present,controlled,relationship,14,nested,ctrl_00916.wav,ctrl_00916,singular,My sister who found the book that was in the library visits the park.
present,controlled,relationship,15,nested_a,ctrl_00917.wav,ctrl_00917,singular,My sister who found the book that was in the library often attends the park.
present,controlled,relationship,15,nested_b,ctrl_00918.wav,ctrl_00918,singular,My junior sister who found the volume that was in the library attends the park.
present,controlled,relationship,16,nested_c,ctrl_00919.wav,ctrl_00919,singular,My younger sister who found the book that was in the library often visits the park.
present,controlled,humanity,5,baseline,ctrl_00920.wav,ctrl_00920,singular,The politician joins the assembly.
present,controlled,humanity,6,baseline_a,ctrl_00921.wav,ctrl_00921,singular,The politician promptly joins the meeting.
present,controlled,humanity,6,baseline_b,ctrl_00922.wav,ctrl_00922,singular,The powerful politician joins the session.
present,controlled,humanity,7,baseline_c,ctrl_00923.wav,ctrl_00923,singular,The powerful politician swiftly attends the meeting.
present,controlled,humanity,8,control,ctrl_00924.wav,ctrl_00924,singular,The official in the position attends the session.
present,controlled,humanity,9,control_a,ctrl_00925.wav,ctrl_00925,singular,The politician in the office promptly joins the meeting.
present,controlled,humanity,9,control_b,ctrl_00926.wav,ctrl_00926,singular,The influential politician in the workplace joins the meeting.
present,controlled,humanity,10,control_c,ctrl_00927.wav,ctrl_00927,singular,The powerful politician in the office promptly joins the gathering.
present,controlled,humanity,8,standard_subject,ctrl_00928.wav,ctrl_00928,singular,The lawmaker who talks plainly joins the meeting.
present,controlled,humanity,9,standard_subject_a,ctrl_00929.wav,ctrl_00929,singular,The politician who speaks clearly promptly joins the meeting.
present,controlled,humanity,9,standard_subject_b,ctrl_00930.wav,ctrl_00930,singular,The influential politician who speaks clearly attends the meeting.
present,controlled,humanity,10,standard_subject_c,ctrl_00931.wav,ctrl_00931,singular,The influential legislator who speaks plainly promptly joins the meeting.
present,controlled,humanity,8,standard_object,ctrl_00932.wav,ctrl_00932,singular,The politician that voters respect attends the meeting.
