level_0,index,theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue
2270,2270,basic,declarative,simple,plural,future,negative,The lights will not be on during the movie,9,correct
17466,17466,food,interrogative,independent,plural,future,negative,Are the ingredients not going to be fresh when we visit?,11,correct
36119,36119,shopping,declarative,preposition,plural,future,negative,Toys on the top shelf won't be sold today,9,correct
3644,3644,nature,interrogative,dependent,plural,past,negative,Did not the trees that shaded our path appeal to you?,11,correct
36786,36786,shopping,declarative,simple,singular,past,negative,Their offer didn't seem appealing yesterday,6,correct
4165,4165,art,imperative,independent,plural,present,negative,Writers can't find ideas when their minds are not free,10,correct
39402,39402,transport,imperative,independent,plural,present,negative,"Planes are not faster, nor are they more comfortable than trains",11,correct
25675,25675,sport,declarative,simple,plural,past,negative,The basketball players did not shoot well that evening,9,correct
14553,14553,weather,imperative,simple,singular,future,negative,Do not fear a gentle breeze tomorrow,7,correct
8829,8829,sport,declarative,dependent,singular,past,negative,The match wasn't exciting because the best player was absent,10,correct
29484,29484,transport,declarative,simple,plural,future,negative,Ferries will not operate during low tide next week,9,correct
25473,25473,weather,declarative,dependent,singular,past,negative,The sun didn't shine brightly during most of last summer,10,correct
23815,23815,humanity,imperative,independent,plural,future,negative,Students will not learn much if teachers are uninspired,9,correct
2537,2537,nature,interrogative,dependent,singular,present,negative,Isn't it dangerous when avalanches aren't stopped by trees?,9,correct
1852,1852,basic,imperative,dependent,singular,future,negative,Kindly do not disturb those who will be working overnight here,11,correct
41606,41606,shopping,declarative,simple,plural,present,negative,Those stores don't open on Sundays,6,correct
32341,32341,relationship,imperative,preposition,singular,past,negative,Please don't interrupt after she has spoken about her feelings,10,correct
19994,19994,health,declarative,simple,singular,future,negative,The headache won't improve immediately,5,correct
24305,24305,relationship,declarative,simple,singular,present,negative,I don't enjoy family gatherings much,6,correct
27668,27668,health,imperative,simple,singular,past,negative,Don't assume you've never experienced burnout,6,correct
2444,2444,emotion,declarative,simple,singular,past,negative,They hadn't felt excited at all,6,correct
35153,35153,art,interrogative,simple,singular,future,negative,Will an illustrator not participate in the event?,8,correct
41458,41458,science,interrogative,preposition,singular,future,negative,Isn't your smart watch on the table going to alert you later?,12,correct
3585,3585,nature,declarative,dependent,singular,past,negative,The fox didn't appear in the field before dawn,9,correct
39329,39329,work,interrogative,dependent,plural,future,negative,Will teenagers who aren't accepted at college not seek other opportunities?,11,correct
40021,40021,science,interrogative,preposition,plural,present,negative,Do the equations on the board not apply to this problem?,11,correct
7666,7666,work,declarative,dependent,singular,future,negative,The teacher will not be pleased if homework isn't submitted,10,correct
15017,15017,sport,declarative,independent,singular,present,negative,That pitcher doesn't throw well when the stadium is noisy,10,correct
19041,19041,work,imperative,simple,singular,present,negative,She doesn't need to start the presentation now,8,correct
37403,37403,food,interrogative,dependent,plural,past,negative,Was the bread that they made not warm when it was served?,12,correct
34491,34491,shopping,declarative,simple,singular,present,negative,Our car isn't parked outside this shop,7,correct
5075,5075,transport,imperative,dependent,plural,future,negative,Will you please not join tours when guides won't attend?,10,correct
22770,22770,science,declarative,simple,singular,past,negative,The machine had not operated smoothly during the test,9,correct
35136,35136,basic,imperative,preposition,plural,future,negative,Will they not join us for a walk in the evening?,11,correct
33234,33234,emotion,interrogative,simple,plural,past,negative,Couldn't their jokes make anyone laugh in the room?,9,correct
16220,16220,nature,declarative,preposition,singular,past,negative,There were no fish in the lake during the hike,10,correct
21262,21262,transport,interrogative,simple,singular,future,negative,Will your plane not depart after midnight next Monday?,9,correct
38975,38975,transport,declarative,independent,singular,present,negative,This hotel room does not have a view but it's comfortable,11,correct
27199,27199,emotion,interrogative,preposition,singular,present,negative,Is the path through the park not calming to walk through?,11,correct
38702,38702,housing,interrogative,simple,singular,past,negative,Didn't the heater work properly when it was cold?,9,correct
31386,31386,art,declarative,simple,plural,present,negative,Painters are not driven by fame alone,7,correct
6497,6497,shopping,interrogative,preposition,plural,past,negative,Were scarves by the window not included in the winter sale?,11,correct
12795,12795,emotion,imperative,preposition,singular,future,negative,Avoid sinking into sorrow over the loss of temporary things,10,correct
14753,14753,science,imperative,simple,singular,past,negative,You weren't using the appropriate statistical methods in your analysis,10,correct
5424,5424,food,declarative,simple,plural,present,negative,Carrots don't replace other vegetables in soups,7,correct
28644,28644,art,declarative,independent,singular,future,negative,An artist will not sketch quickly for the result will suffer,11,correct
12540,12540,nature,interrogative,independent,plural,past,negative,Did the birds not fly away because the wind was strong?,11,correct
38883,38883,nature,declarative,preposition,singular,future,negative,A plant in the office will not survive the winter,10,correct
30840,30840,sport,imperative,preposition,plural,future,negative,Do not stand on the sidelines during the game,9,correct
6876,6876,relationship,declarative,simple,plural,future,negative,The kids will not clean their rooms later,8,correct
11520,11520,relationship,imperative,independent,singular,past,negative,Don’t forget to call him when you have the chance,10,correct
10800,10800,basic,declarative,independent,singular,past,negative,"I was not ready, but I had to go",9,correct
